listing_id,amenity_id,amenity_type
48741249,237,Stainless steel electric stove
48741249,486,42\ HDTV with Netflix
48741249,116,Roku
48741249,41,Air conditioning
48741249,20,Microwave
48741249,21,Kitchen
48741249,44,Security cameras on property
48741249,86,Hot water kettle
48741249,73,Dining table
48741249,74,Toaster
48741249,42,Private entrance
48741249,29,Washer
48741249,30,Free street parking
48741249,31,Dishes and silverware
48741249,33,Hot water
48741249,34,Smoke alarm
48741249,35,Patio or balcony
48741249,57,Freezer
48789146,2,Free parking on premises
48789146,3,Coffee maker
48789146,90,Baby safety gates
48789146,4,Essentials
48789146,79,Board games
48789146,5,Pack \u2019n Play/travel crib
48789146,6,Shampoo
48789146,45,Baking sheet
48789146,7,Dedicated workspace
48789146,53,Conditioner
48789146,9,Wifi
48789146,80,Keypad
48789146,82,Room-darkening shades
48789146,39,Bed linens
48789146,10,First aid kit
48789146,59,Bathtub
48789146,11,Hair dryer
48789146,126,Outlet covers
48789146,12,Cooking basics
48789146,14,Dishwasher
48789146,40,TV
48789146,66,Outdoor furniture
48789146,16,Iron
48789146,70,Wine glasses
48789146,17,Refrigerator
48789146,18,Long term stays allowed
48789146,19,Carbon monoxide alarm
48789146,50,Barbecue utensils
48789146,41,Air conditioning
48789146,20,Microwave
48789146,63,Children\u2019s dinnerware
48789146,203,Clothing storage
48789146,21,Kitchen
48789146,44,Security cameras on property
48789146,73,Dining table
48789146,52,Shower gel
48789146,23,Dryer
48789146,22,Hangers
48789146,24,Stove
48789146,74,Toaster
48789146,27,Oven
48789146,28,Fire extinguisher
48789146,42,Private entrance
48789146,29,Washer
48789146,30,Free street parking
48789146,31,Dishes and silverware
48789146,32,Heating
48789146,33,Hot water
48789146,34,Smoke alarm
48789146,56,Body soap
48789146,35,Patio or balcony
48789146,57,Freezer
48789146,37,Indoor fireplace
48801916,3,Coffee maker
48801916,4,Essentials
48801916,6,Shampoo
48801916,9,Wifi
48801916,39,Bed linens
48801916,59,Bathtub
48801916,11,Hair dryer
48801916,14,Dishwasher
48801916,40,TV
48801916,98,Elevator
48801916,16,Iron
48801916,61,Lockbox
48801916,17,Refrigerator
48801916,18,Long term stays allowed
48801916,19,Carbon monoxide alarm
48801916,41,Air conditioning
48801916,20,Microwave
48801916,21,Kitchen
48801916,22,Hangers
48801916,23,Dryer
48801916,27,Oven
48801916,42,Private entrance
48801916,29,Washer
48801916,30,Free street parking
48801916,32,Heating
48801916,33,Hot water
48801916,34,Smoke alarm
48801924,3,Coffee maker
48801924,4,Essentials
48801924,6,Shampoo
48801924,9,Wifi
48801924,39,Bed linens
48801924,59,Bathtub
48801924,11,Hair dryer
48801924,14,Dishwasher
48801924,40,TV
48801924,98,Elevator
48801924,16,Iron
48801924,61,Lockbox
48801924,17,Refrigerator
48801924,18,Long term stays allowed
48801924,19,Carbon monoxide alarm
48801924,41,Air conditioning
48801924,20,Microwave
48801924,21,Kitchen
48801924,22,Hangers
48801924,23,Dryer
48801924,27,Oven
48801924,42,Private entrance
48801924,29,Washer
48801924,30,Free street parking
48801924,32,Heating
48801924,33,Hot water
48801924,34,Smoke alarm
48802558,9,Wifi
48802558,95,Hot tub
48802558,18,Long term stays allowed
48802558,42,Private entrance
48802558,32,Heating
48802558,34,Smoke alarm
48802558,43,Lock on bedroom door
48804710,3,Coffee maker
48804710,320,Shared sauna
48804710,4,Essentials
48804710,38,Extra pillows and blankets
48804710,103,Ceiling fan
48804710,6,Shampoo
48804710,45,Baking sheet
48804710,46,Ethernet connection
48804710,53,Conditioner
48804710,121,TV with Chromecast
48804710,498,Free parking garage on premises \u2013 1 space
48804710,9,Wifi
48804710,80,Keypad
48804710,39,Bed linens
48804710,10,First aid kit
48804710,11,Hair dryer
48804710,12,Cooking basics
48804710,163,Dedicated workspace: desk
48804710,14,Dishwasher
48804710,273,Shared gym in building
48804710,55,Portable fans
48804710,16,Iron
48804710,107,Paid parking off premises
48804710,69,Free washer \u2013 In unit
48804710,105,Clothing storage: closet
48804710,70,Wine glasses
48804710,113,Portable air conditioning
48804710,17,Refrigerator
48804710,48,BBQ grill
48804710,19,Carbon monoxide alarm
48804710,18,Long term stays allowed
48804710,50,Barbecue utensils
48804710,62,Laundromat nearby
48804710,20,Microwave
48804710,21,Kitchen
48804710,176,Shared pool
48804710,51,Single level home
48804710,86,Hot water kettle
48804710,73,Dining table
48804710,22,Hangers
48804710,24,Stove
48804710,276,Shared hot tub
48804710,74,Toaster
48804710,27,Oven
48804710,75,Radiant heating
48804710,28,Fire extinguisher
48804710,76,Cleaning products
48804710,31,Dishes and silverware
48804710,33,Hot water
48804710,34,Smoke alarm
48804710,56,Body soap
48804710,77,Free dryer \u2013 In unit
48804710,35,Patio or balcony
48804710,57,Freezer
48804710,37,Indoor fireplace
48806775,3,Coffee maker
48806775,320,Shared sauna
48806775,4,Essentials
48806775,78,Outdoor dining area
48806775,38,Extra pillows and blankets
48806775,302,Shared garden or backyard
48806775,6,Shampoo
48806775,45,Baking sheet
48806775,7,Dedicated workspace
48806775,68,Central heating
48806775,251,Free residential garage on premises \u2013 1 space
48806775,46,Ethernet connection
48806775,53,Conditioner
48806775,9,Wifi
48806775,80,Keypad
48806775,39,Bed linens
48806775,10,First aid kit
48806775,59,Bathtub
48806775,11,Hair dryer
48806775,423,Clothing storage: walk-in closet and closet
48806775,12,Cooking basics
48806775,14,Dishwasher
48806775,273,Shared gym in building
48806775,40,TV
48806775,55,Portable fans
48806775,66,Outdoor furniture
48806775,98,Elevator
48806775,16,Iron
48806775,107,Paid parking off premises
48806775,69,Free washer \u2013 In unit
48806775,70,Wine glasses
48806775,17,Refrigerator
48806775,113,Portable air conditioning
48806775,48,BBQ grill
48806775,18,Long term stays allowed
48806775,19,Carbon monoxide alarm
48806775,50,Barbecue utensils
48806775,62,Laundromat nearby
48806775,20,Microwave
48806775,21,Kitchen
48806775,86,Hot water kettle
48806775,73,Dining table
48806775,22,Hangers
48806775,24,Stove
48806775,276,Shared hot tub
48806775,74,Toaster
48806775,27,Oven
48806775,28,Fire extinguisher
48806775,76,Cleaning products
48806775,31,Dishes and silverware
48806775,277,Shared indoor heated pool
48806775,33,Hot water
48806775,34,Smoke alarm
48806775,56,Body soap
48806775,77,Free dryer \u2013 In unit
48806775,35,Patio or balcony
48806775,57,Freezer
48806775,37,Indoor fireplace
48812084,2,Free parking on premises
48812084,4,Essentials
48812084,6,Shampoo
48812084,7,Dedicated workspace
48812084,9,Wifi
48812084,10,First aid kit
48812084,11,Hair dryer
48812084,12,Cooking basics
48812084,40,TV
48812084,16,Iron
48812084,18,Long term stays allowed
48812084,19,Carbon monoxide alarm
48812084,41,Air conditioning
48812084,21,Kitchen
48812084,22,Hangers
48812084,23,Dryer
48812084,28,Fire extinguisher
48812084,42,Private entrance
48812084,29,Washer
48812084,32,Heating
48812084,34,Smoke alarm
48821508,3,Coffee maker
48821508,4,Essentials
48821508,6,Shampoo
48821508,9,Wifi
48821508,39,Bed linens
48821508,59,Bathtub
48821508,11,Hair dryer
48821508,14,Dishwasher
48821508,40,TV
48821508,98,Elevator
48821508,16,Iron
48821508,107,Paid parking off premises
48821508,61,Lockbox
48821508,17,Refrigerator
48821508,18,Long term stays allowed
48821508,19,Carbon monoxide alarm
48821508,41,Air conditioning
48821508,20,Microwave
48821508,21,Kitchen
48821508,22,Hangers
48821508,23,Dryer
48821508,27,Oven
48821508,42,Private entrance
48821508,29,Washer
48821508,32,Heating
48821508,33,Hot water
48821508,34,Smoke alarm
48826380,2,Free parking on premises
48826380,3,Coffee maker
48826380,320,Shared sauna
48826380,4,Essentials
48826380,38,Extra pillows and blankets
48826380,302,Shared garden or backyard
48826380,6,Shampoo
48826380,45,Baking sheet
48826380,7,Dedicated workspace
48826380,68,Central heating
48826380,46,Ethernet connection
48826380,53,Conditioner
48826380,9,Wifi
48826380,80,Keypad
48826380,39,Bed linens
48826380,10,First aid kit
48826380,59,Bathtub
48826380,11,Hair dryer
48826380,12,Cooking basics
48826380,14,Dishwasher
48826380,273,Shared gym in building
48826380,40,TV
48826380,55,Portable fans
48826380,16,Iron
48826380,107,Paid parking off premises
48826380,70,Wine glasses
48826380,105,Clothing storage: closet
48826380,17,Refrigerator
48826380,113,Portable air conditioning
48826380,48,BBQ grill
48826380,18,Long term stays allowed
48826380,19,Carbon monoxide alarm
48826380,50,Barbecue utensils
48826380,62,Laundromat nearby
48826380,20,Microwave
48826380,21,Kitchen
48826380,86,Hot water kettle
48826380,73,Dining table
48826380,22,Hangers
48826380,24,Stove
48826380,276,Shared hot tub
48826380,74,Toaster
48826380,27,Oven
48826380,28,Fire extinguisher
48826380,76,Cleaning products
48826380,154,Sound system
48826380,31,Dishes and silverware
48826380,277,Shared indoor heated pool
48826380,33,Hot water
48826380,34,Smoke alarm
48826380,56,Body soap
48826380,57,Freezer
48842246,3,Coffee maker
48842246,4,Essentials
48842246,6,Shampoo
48842246,9,Wifi
48842246,39,Bed linens
48842246,59,Bathtub
48842246,11,Hair dryer
48842246,14,Dishwasher
48842246,40,TV
48842246,98,Elevator
48842246,16,Iron
48842246,61,Lockbox
48842246,17,Refrigerator
48842246,18,Long term stays allowed
48842246,19,Carbon monoxide alarm
48842246,41,Air conditioning
48842246,20,Microwave
48842246,21,Kitchen
48842246,22,Hangers
48842246,23,Dryer
48842246,27,Oven
48842246,42,Private entrance
48842246,29,Washer
48842246,30,Free street parking
48842246,32,Heating
48842246,33,Hot water
48842246,34,Smoke alarm
48842347,3,Coffee maker
48842347,4,Essentials
48842347,6,Shampoo
48842347,9,Wifi
48842347,39,Bed linens
48842347,59,Bathtub
48842347,11,Hair dryer
48842347,14,Dishwasher
48842347,40,TV
48842347,98,Elevator
48842347,16,Iron
48842347,107,Paid parking off premises
48842347,61,Lockbox
48842347,17,Refrigerator
48842347,18,Long term stays allowed
48842347,19,Carbon monoxide alarm
48842347,41,Air conditioning
48842347,20,Microwave
48842347,21,Kitchen
48842347,22,Hangers
48842347,23,Dryer
48842347,27,Oven
48842347,42,Private entrance
48842347,29,Washer
48842347,32,Heating
48842347,33,Hot water
48842347,34,Smoke alarm
48853448,2,Free parking on premises
48853448,3,Coffee maker
48853448,4,Essentials
48853448,38,Extra pillows and blankets
48853448,6,Shampoo
48853448,7,Dedicated workspace
48853448,9,Wifi
48853448,39,Bed linens
48853448,10,First aid kit
48853448,12,Cooking basics
48853448,14,Dishwasher
48853448,40,TV
48853448,194,Beachfront
48853448,16,Iron
48853448,98,Elevator
48853448,17,Refrigerator
48853448,48,BBQ grill
48853448,95,Hot tub
48853448,18,Long term stays allowed
48853448,19,Carbon monoxide alarm
48853448,41,Air conditioning
48853448,20,Microwave
48853448,21,Kitchen
48853448,22,Hangers
48853448,23,Dryer
48853448,24,Stove
48853448,26,Lake access
48853448,27,Oven
48853448,28,Fire extinguisher
48853448,42,Private entrance
48853448,29,Washer
48853448,30,Free street parking
48853448,31,Dishes and silverware
48853448,32,Heating
48853448,100,Gym
48853448,34,Smoke alarm
48853448,37,Indoor fireplace
48869363,3,Coffee maker
48869363,4,Essentials
48869363,38,Extra pillows and blankets
48869363,101,Paid parking on premises
48869363,6,Shampoo
48869363,125,EV charger
48869363,7,Dedicated workspace
48869363,65,Smart lock
48869363,9,Wifi
48869363,39,Bed linens
48869363,11,Hair dryer
48869363,12,Cooking basics
48869363,14,Dishwasher
48869363,40,TV
48869363,16,Iron
48869363,17,Refrigerator
48869363,48,BBQ grill
48869363,18,Long term stays allowed
48869363,19,Carbon monoxide alarm
48869363,20,Microwave
48869363,21,Kitchen
48869363,52,Shower gel
48869363,23,Dryer
48869363,22,Hangers
48869363,24,Stove
48869363,27,Oven
48869363,42,Private entrance
48869363,29,Washer
48869363,31,Dishes and silverware
48869363,100,Gym
48869363,33,Hot water
48869363,34,Smoke alarm
48870234,40,TV
48870234,9,Wifi
48870234,19,Carbon monoxide alarm
48870234,39,Bed linens
48870234,21,Kitchen
48870234,12,Cooking basics
48870234,6,Shampoo
48870234,33,Hot water
48870234,34,Smoke alarm
48870234,56,Body soap
48870234,61,Lockbox
48877392,3,Coffee maker
48877392,4,Essentials
48877392,6,Shampoo
48877392,9,Wifi
48877392,39,Bed linens
48877392,59,Bathtub
48877392,11,Hair dryer
48877392,14,Dishwasher
48877392,40,TV
48877392,98,Elevator
48877392,16,Iron
48877392,107,Paid parking off premises
48877392,61,Lockbox
48877392,17,Refrigerator
48877392,18,Long term stays allowed
48877392,19,Carbon monoxide alarm
48877392,41,Air conditioning
48877392,20,Microwave
48877392,21,Kitchen
48877392,22,Hangers
48877392,23,Dryer
48877392,27,Oven
48877392,42,Private entrance
48877392,29,Washer
48877392,32,Heating
48877392,33,Hot water
48877392,34,Smoke alarm
48884001,2,Free parking on premises
48884001,4,Essentials
48884001,78,Outdoor dining area
48884001,6,Shampoo
48884001,7,Dedicated workspace
48884001,43,Lock on bedroom door
48884001,108,Fire pit
48884001,46,Ethernet connection
48884001,53,Conditioner
48884001,8,Backyard
48884001,9,Wifi
48884001,82,Room-darkening shades
48884001,39,Bed linens
48884001,40,TV
48884001,66,Outdoor furniture
48884001,61,Lockbox
48884001,18,Long term stays allowed
48884001,19,Carbon monoxide alarm
48884001,62,Laundromat nearby
48884001,41,Air conditioning
48884001,51,Single level home
48884001,44,Security cameras on property
48884001,42,Private entrance
48884001,30,Free street parking
48884001,32,Heating
48884001,33,Hot water
48884001,34,Smoke alarm
48884001,56,Body soap
48885706,40,TV
48885706,2,Free parking on premises
48885706,9,Wifi
48885706,18,Long term stays allowed
48885706,19,Carbon monoxide alarm
48885706,39,Bed linens
48885706,41,Air conditioning
48885706,29,Washer
48885706,11,Hair dryer
48885706,21,Kitchen
48885706,12,Cooking basics
48885706,6,Shampoo
48885706,44,Security cameras on property
48885706,34,Smoke alarm
48885706,7,Dedicated workspace
48885706,56,Body soap
48885706,16,Iron
48885706,61,Lockbox
48900814,3,Coffee maker
48900814,4,Essentials
48900814,78,Outdoor dining area
48900814,38,Extra pillows and blankets
48900814,103,Ceiling fan
48900814,119,Mini fridge
48900814,209,Paid parking lot off premises
48900814,5,Pack \u2019n Play/travel crib
48900814,6,Shampoo
48900814,7,Dedicated workspace
48900814,46,Ethernet connection
48900814,53,Conditioner
48900814,9,Wifi
48900814,82,Room-darkening shades
48900814,39,Bed linens
48900814,10,First aid kit
48900814,59,Bathtub
48900814,11,Hair dryer
48900814,54,Pour-over coffee
48900814,12,Cooking basics
48900814,13,Luggage dropoff allowed
48900814,14,Dishwasher
48900814,40,TV
48900814,66,Outdoor furniture
48900814,98,Elevator
48900814,16,Iron
48900814,153,Safe
48900814,70,Wine glasses
48900814,17,Refrigerator
48900814,19,Carbon monoxide alarm
48900814,41,Air conditioning
48900814,20,Microwave
48900814,203,Clothing storage
48900814,21,Kitchen
48900814,86,Hot water kettle
48900814,73,Dining table
48900814,52,Shower gel
48900814,23,Dryer
48900814,22,Hangers
48900814,949,Regular and Convection stainless steel oven
48900814,24,Stove
48900814,74,Toaster
48900814,28,Fire extinguisher
48900814,76,Cleaning products
48900814,29,Washer
48900814,30,Free street parking
48900814,31,Dishes and silverware
48900814,32,Heating
48900814,33,Hot water
48900814,34,Smoke alarm
48900814,56,Body soap
48900814,36,Host greets you
48900814,57,Freezer
48903901,2,Free parking on premises
48903901,3,Coffee maker
48903901,320,Shared sauna
48903901,4,Essentials
48903901,78,Outdoor dining area
48903901,38,Extra pillows and blankets
48903901,119,Mini fridge
48903901,101,Paid parking on premises
48903901,6,Shampoo
48903901,68,Central heating
48903901,46,Ethernet connection
48903901,53,Conditioner
48903901,47,TV with standard cable
48903901,9,Wifi
48903901,82,Room-darkening shades
48903901,39,Bed linens
48903901,59,Bathtub
48903901,11,Hair dryer
48903901,12,Cooking basics
48903901,14,Dishwasher
48903901,66,Outdoor furniture
48903901,16,Iron
48903901,107,Paid parking off premises
48903901,70,Wine glasses
48903901,17,Refrigerator
48903901,48,BBQ grill
48903901,18,Long term stays allowed
48903901,19,Carbon monoxide alarm
48903901,49,Cable TV
48903901,20,Microwave
48903901,203,Clothing storage
48903901,21,Kitchen
48903901,86,Hot water kettle
48903901,73,Dining table
48903901,52,Shower gel
48903901,23,Dryer
48903901,22,Hangers
48903901,24,Stove
48903901,276,Shared hot tub
48903901,74,Toaster
48903901,27,Oven
48903901,76,Cleaning products
48903901,42,Private entrance
48903901,29,Washer
48903901,31,Dishes and silverware
48903901,277,Shared indoor heated pool
48903901,100,Gym
48903901,33,Hot water
48903901,34,Smoke alarm
48903901,56,Body soap
48903901,36,Host greets you
48903901,35,Patio or balcony
48903901,57,Freezer
48905751,2,Free parking on premises
48905751,3,Coffee maker
48905751,4,Essentials
48905751,6,Shampoo
48905751,45,Baking sheet
48905751,7,Dedicated workspace
48905751,53,Conditioner
48905751,8,Backyard
48905751,9,Wifi
48905751,80,Keypad
48905751,39,Bed linens
48905751,59,Bathtub
48905751,11,Hair dryer
48905751,54,Pour-over coffee
48905751,12,Cooking basics
48905751,13,Luggage dropoff allowed
48905751,14,Dishwasher
48905751,40,TV
48905751,55,Portable fans
48905751,16,Iron
48905751,70,Wine glasses
48905751,17,Refrigerator
48905751,18,Long term stays allowed
48905751,19,Carbon monoxide alarm
48905751,41,Air conditioning
48905751,20,Microwave
48905751,21,Kitchen
48905751,86,Hot water kettle
48905751,73,Dining table
48905751,23,Dryer
48905751,24,Stove
48905751,74,Toaster
48905751,27,Oven
48905751,28,Fire extinguisher
48905751,42,Private entrance
48905751,29,Washer
48905751,30,Free street parking
48905751,31,Dishes and silverware
48905751,32,Heating
48905751,33,Hot water
48905751,34,Smoke alarm
48905751,56,Body soap
48905751,35,Patio or balcony
48915924,2,Free parking on premises
48915924,3,Coffee maker
48915924,4,Essentials
48915924,38,Extra pillows and blankets
48915924,5,Pack \u2019n Play/travel crib
48915924,6,Shampoo
48915924,7,Dedicated workspace
48915924,8,Backyard
48915924,9,Wifi
48915924,39,Bed linens
48915924,10,First aid kit
48915924,59,Bathtub
48915924,11,Hair dryer
48915924,12,Cooking basics
48915924,13,Luggage dropoff allowed
48915924,14,Dishwasher
48915924,40,TV
48915924,16,Iron
48915924,17,Refrigerator
48915924,48,BBQ grill
48915924,18,Long term stays allowed
48915924,19,Carbon monoxide alarm
48915924,41,Air conditioning
48915924,20,Microwave
48915924,21,Kitchen
48915924,22,Hangers
48915924,23,Dryer
48915924,24,Stove
48915924,27,Oven
48915924,28,Fire extinguisher
48915924,42,Private entrance
48915924,29,Washer
48915924,31,Dishes and silverware
48915924,32,Heating
48915924,33,Hot water
48915924,34,Smoke alarm
48915924,88,Waterfront
48915924,35,Patio or balcony
48917940,2,Free parking on premises
48917940,3,Coffee maker
48917940,4,Essentials
48917940,38,Extra pillows and blankets
48917940,6,Shampoo
48917940,45,Baking sheet
48917940,7,Dedicated workspace
48917940,9,Wifi
48917940,80,Keypad
48917940,82,Room-darkening shades
48917940,39,Bed linens
48917940,59,Bathtub
48917940,54,Pour-over coffee
48917940,12,Cooking basics
48917940,14,Dishwasher
48917940,40,TV
48917940,66,Outdoor furniture
48917940,17,Refrigerator
48917940,70,Wine glasses
48917940,18,Long term stays allowed
48917940,19,Carbon monoxide alarm
48917940,41,Air conditioning
48917940,20,Microwave
48917940,203,Clothing storage
48917940,21,Kitchen
48917940,72,Drying rack for clothing
48917940,86,Hot water kettle
48917940,73,Dining table
48917940,22,Hangers
48917940,23,Dryer
48917940,24,Stove
48917940,27,Oven
48917940,76,Cleaning products
48917940,42,Private entrance
48917940,29,Washer
48917940,30,Free street parking
48917940,31,Dishes and silverware
48917940,32,Heating
48917940,33,Hot water
48917940,34,Smoke alarm
48917940,56,Body soap
48917940,57,Freezer
48933171,2,Free parking on premises
48933171,3,Coffee maker
48933171,4,Essentials
48933171,287,Portable heater
48933171,78,Outdoor dining area
48933171,119,Mini fridge
48933171,202,Record player
48933171,5,Pack \u2019n Play/travel crib
48933171,6,Shampoo
48933171,139,Keurig coffee machine
48933171,68,Central heating
48933171,147,Babysitter recommendations
48933171,53,Conditioner
48933171,591,Wifi \u2013 32 Mbps
48933171,39,Bed linens
48933171,59,Bathtub
48933171,11,Hair dryer
48933171,289,Dedicated workspace: office chair and desk
48933171,54,Pour-over coffee
48933171,12,Cooking basics
48933171,14,Dishwasher
48933171,40,TV
48933171,55,Portable fans
48933171,66,Outdoor furniture
48933171,16,Iron
48933171,61,Lockbox
48933171,70,Wine glasses
48933171,17,Refrigerator
48933171,18,Long term stays allowed
48933171,19,Carbon monoxide alarm
48933171,20,Microwave
48933171,21,Kitchen
48933171,44,Security cameras on property
48933171,86,Hot water kettle
48933171,73,Dining table
48933171,52,Shower gel
48933171,22,Hangers
48933171,224,Baby bath
48933171,24,Stove
48933171,25,High chair
48933171,74,Toaster
48933171,26,Lake access
48933171,27,Oven
48933171,76,Cleaning products
48933171,114,Crib
48933171,42,Private entrance
48933171,30,Free street parking
48933171,31,Dishes and silverware
48933171,33,Hot water
48933171,34,Smoke alarm
48933171,262,Central air conditioning
48933171,56,Body soap
48933171,89,Clothing storage: closet and dresser
48933171,167,Private patio or balcony
48933171,57,Freezer
48933171,37,Indoor fireplace
48936700,2,Free parking on premises
48936700,3,Coffee maker
48936700,4,Essentials
48936700,78,Outdoor dining area
48936700,38,Extra pillows and blankets
48936700,119,Mini fridge
48936700,178,Shared fenced garden or backyard
48936700,6,Shampoo
48936700,65,Smart lock
48936700,53,Conditioner
48936700,9,Wifi
48936700,39,Bed linens
48936700,10,First aid kit
48936700,11,Hair dryer
48936700,289,Dedicated workspace: office chair and desk
48936700,12,Cooking basics
48936700,13,Luggage dropoff allowed
48936700,40,TV
48936700,55,Portable fans
48936700,66,Outdoor furniture
48936700,16,Iron
48936700,17,Refrigerator
48936700,70,Wine glasses
48936700,48,BBQ grill
48936700,18,Long term stays allowed
48936700,19,Carbon monoxide alarm
48936700,62,Laundromat nearby
48936700,20,Microwave
48936700,21,Kitchen
48936700,86,Hot water kettle
48936700,73,Dining table
48936700,22,Hangers
48936700,23,Dryer
48936700,28,Fire extinguisher
48936700,76,Cleaning products
48936700,42,Private entrance
48936700,29,Washer
48936700,30,Free street parking
48936700,31,Dishes and silverware
48936700,32,Heating
48936700,33,Hot water
48936700,34,Smoke alarm
48936700,56,Body soap
48936700,57,Freezer
48942940,2,Free parking on premises
48942940,3,Coffee maker
48942940,4,Essentials
48942940,38,Extra pillows and blankets
48942940,6,Shampoo
48942940,7,Dedicated workspace
48942940,9,Wifi
48942940,39,Bed linens
48942940,11,Hair dryer
48942940,12,Cooking basics
48942940,193,Window guards
48942940,40,TV
48942940,16,Iron
48942940,61,Lockbox
48942940,17,Refrigerator
48942940,18,Long term stays allowed
48942940,19,Carbon monoxide alarm
48942940,20,Microwave
48942940,63,Children\u2019s dinnerware
48942940,21,Kitchen
48942940,22,Hangers
48942940,23,Dryer
48942940,24,Stove
48942940,25,High chair
48942940,27,Oven
48942940,28,Fire extinguisher
48942940,29,Washer
48942940,30,Free street parking
48942940,31,Dishes and silverware
48942940,32,Heating
48942940,33,Hot water
48942940,34,Smoke alarm
48954079,2,Free parking on premises
48954079,3,Coffee maker
48954079,4,Essentials
48954079,38,Extra pillows and blankets
48954079,6,Shampoo
48954079,7,Dedicated workspace
48954079,8,Backyard
48954079,9,Wifi
48954079,82,Room-darkening shades
48954079,39,Bed linens
48954079,10,First aid kit
48954079,59,Bathtub
48954079,11,Hair dryer
48954079,14,Dishwasher
48954079,40,TV
48954079,61,Lockbox
48954079,17,Refrigerator
48954079,18,Long term stays allowed
48954079,19,Carbon monoxide alarm
48954079,41,Air conditioning
48954079,20,Microwave
48954079,21,Kitchen
48954079,22,Hangers
48954079,23,Dryer
48954079,24,Stove
48954079,27,Oven
48954079,28,Fire extinguisher
48954079,42,Private entrance
48954079,29,Washer
48954079,31,Dishes and silverware
48954079,32,Heating
48954079,33,Hot water
48954079,34,Smoke alarm
48954079,37,Indoor fireplace
48954080,2,Free parking on premises
48954080,3,Coffee maker
48954080,4,Essentials
48954080,6,Shampoo
48954080,7,Dedicated workspace
48954080,46,Ethernet connection
48954080,8,Backyard
48954080,9,Wifi
48954080,82,Room-darkening shades
48954080,39,Bed linens
48954080,10,First aid kit
48954080,59,Bathtub
48954080,11,Hair dryer
48954080,12,Cooking basics
48954080,14,Dishwasher
48954080,40,TV
48954080,16,Iron
48954080,61,Lockbox
48954080,17,Refrigerator
48954080,48,BBQ grill
48954080,18,Long term stays allowed
48954080,19,Carbon monoxide alarm
48954080,41,Air conditioning
48954080,20,Microwave
48954080,21,Kitchen
48954080,22,Hangers
48954080,23,Dryer
48954080,24,Stove
48954080,27,Oven
48954080,28,Fire extinguisher
48954080,42,Private entrance
48954080,29,Washer
48954080,31,Dishes and silverware
48954080,32,Heating
48954080,33,Hot water
48954080,34,Smoke alarm
48954080,37,Indoor fireplace
48954082,2,Free parking on premises
48954082,3,Coffee maker
48954082,4,Essentials
48954082,6,Shampoo
48954082,7,Dedicated workspace
48954082,8,Backyard
48954082,9,Wifi
48954082,82,Room-darkening shades
48954082,39,Bed linens
48954082,10,First aid kit
48954082,59,Bathtub
48954082,11,Hair dryer
48954082,40,TV
48954082,61,Lockbox
48954082,17,Refrigerator
48954082,18,Long term stays allowed
48954082,19,Carbon monoxide alarm
48954082,20,Microwave
48954082,21,Kitchen
48954082,22,Hangers
48954082,24,Stove
48954082,27,Oven
48954082,28,Fire extinguisher
48954082,42,Private entrance
48954082,31,Dishes and silverware
48954082,32,Heating
48954082,33,Hot water
48954082,34,Smoke alarm
48954084,2,Free parking on premises
48954084,3,Coffee maker
48954084,4,Essentials
48954084,38,Extra pillows and blankets
48954084,6,Shampoo
48954084,7,Dedicated workspace
48954084,8,Backyard
48954084,9,Wifi
48954084,82,Room-darkening shades
48954084,39,Bed linens
48954084,10,First aid kit
48954084,59,Bathtub
48954084,11,Hair dryer
48954084,14,Dishwasher
48954084,40,TV
48954084,61,Lockbox
48954084,17,Refrigerator
48954084,18,Long term stays allowed
48954084,19,Carbon monoxide alarm
48954084,41,Air conditioning
48954084,20,Microwave
48954084,21,Kitchen
48954084,22,Hangers
48954084,23,Dryer
48954084,24,Stove
48954084,27,Oven
48954084,28,Fire extinguisher
48954084,42,Private entrance
48954084,29,Washer
48954084,31,Dishes and silverware
48954084,32,Heating
48954084,33,Hot water
48954084,34,Smoke alarm
48954084,37,Indoor fireplace
48956729,3,Coffee maker
48956729,4,Essentials
48956729,38,Extra pillows and blankets
48956729,590,GE stainless steel electric stove
48956729,178,Shared fenced garden or backyard
48956729,6,Shampoo
48956729,45,Baking sheet
48956729,68,Central heating
48956729,53,Conditioner
48956729,82,Room-darkening shades
48956729,39,Bed linens
48956729,10,First aid kit
48956729,59,Bathtub
48956729,11,Hair dryer
48956729,138,Clothing storage: walk-in closet
48956729,295,Wifi \u2013 1000 Mbps
48956729,12,Cooking basics
48956729,13,Luggage dropoff allowed
48956729,14,Dishwasher
48956729,55,Portable fans
48956729,16,Iron
48956729,61,Lockbox
48956729,18,Long term stays allowed
48956729,19,Carbon monoxide alarm
48956729,274,GE stainless steel oven
48956729,62,Laundromat nearby
48956729,20,Microwave
48956729,21,Kitchen
48956729,44,Security cameras on property
48956729,333,Free driveway parking on premises
48956729,73,Dining table
48956729,52,Shower gel
48956729,22,Hangers
48956729,74,Toaster
48956729,950,43\ HDTV with Chromecast
48956729,28,Fire extinguisher
48956729,76,Cleaning products
48956729,42,Private entrance
48956729,30,Free street parking
48956729,31,Dishes and silverware
48956729,33,Hot water
48956729,34,Smoke alarm
48956729,262,Central air conditioning
48956729,56,Body soap
48956729,258,GE refrigerator
48956729,35,Patio or balcony
48956729,57,Freezer
48963695,3,Coffee maker
48963695,4,Essentials
48963695,38,Extra pillows and blankets
